cbsa_code,cbsa,date,year,active,population,state,census_region,activity
26140,"Homosassa Springs, FL",2021-12-01,2021,6692,158083,Florida,South Atlantic,4.233219258237761
26140,"Homosassa Springs, FL",2022-01-01,2022,6724,158083,Florida,South Atlantic,4.253461789060177
26140,"Homosassa Springs, FL",2022-02-01,2022,6761,158083,Florida,South Atlantic,4.276867215323596
26140,"Homosassa Springs, FL",2022-03-01,2022,6744,158083,Florida,South Atlantic,4.266113370824187
26140,"Homosassa Springs, FL",2022-04-01,2022,6741,158083,Florida,South Atlantic,4.264215633559585
26140,"Homosassa Springs, FL",2022-05-01,2022,6721,158083,Florida,South Atlantic,4.251564051795576
26140,"Homosassa Springs, FL",2022-06-01,2022,6663,158083,Florida,South Atlantic,4.214874464679946
26140,"Homosassa Springs, FL",2022-07-01,2022,6748,158083,Florida,South Atlantic,4.268643687176989
26140,"Homosassa Springs, FL",2022-08-01,2022,6719,158083,Florida,South Atlantic,4.250298893619175
26140,"Homosassa Springs, FL",2022-09-01,2022,6697,158083,Florida,South Atlantic,4.236382153678764
26140,"Homosassa Springs, FL",2022-10-01,2022,6681,158083,Florida,South Atlantic,4.226260888267555
26220,"Hood River, OR",2019-08-01,2019,1812,189527,Oregon,Pacific,0.9560643074601508
26220,"Hood River, OR",2019-09-01,2019,1814,189527,Oregon,Pacific,0.9571195660776565
26220,"Hood River, OR",2019-10-01,2019,1821,189527,Oregon,Pacific,0.9608129712389264
26220,"Hood River, OR",2019-11-01,2019,1842,189527,Oregon,Pacific,0.9718931867227362
26220,"Hood River, OR",2019-12-01,2019,1830,189527,Oregon,Pacific,0.965561635017702
26220,"Hood River, OR",2020-01-01,2020,1805,236304,Oregon,Pacific,0.763846570519331
26220,"Hood River, OR",2020-02-01,2020,1792,236304,Oregon,Pacific,0.7583451824768096
26220,"Hood River, OR",2020-03-01,2020,1811,236304,Oregon,Pacific,0.7663856726928024
26220,"Hood River, OR",2020-04-01,2020,1815,236304,Oregon,Pacific,0.7680784074751168
26220,"Hood River, OR",2020-05-01,2020,1810,236304,Oregon,Pacific,0.765962488997224
26220,"Hood River, OR",2020-06-01,2020,1823,236304,Oregon,Pacific,0.7714638770397454
26220,"Hood River, OR",2020-07-01,2020,1825,236304,Oregon,Pacific,0.7723102444309026
26220,"Hood River, OR",2020-08-01,2020,1835,236304,Oregon,Pacific,0.7765420813866883
26220,"Hood River, OR",2020-09-01,2020,1826,236304,Oregon,Pacific,0.7727334281264812
26220,"Hood River, OR",2020-10-01,2020,1846,236304,Oregon,Pacific,0.7811971020380527
26220,"Hood River, OR",2020-11-01,2020,1830,236304,Oregon,Pacific,0.7744261629087954
26220,"Hood River, OR",2020-12-01,2020,1828,236304,Oregon,Pacific,0.7735797955176383
26220,"Hood River, OR",2021-01-01,2021,1844,272463,Oregon,Pacific,0.6767891420119428
26220,"Hood River, OR",2021-02-01,2021,1706,272463,Oregon,Pacific,0.626140063054433
26220,"Hood River, OR",2021-03-01,2021,1710,272463,Oregon,Pacific,0.6276081522995783
26220,"Hood River, OR",2021-04-01,2021,1704,272463,Oregon,Pacific,0.6254060184318604
26220,"Hood River, OR",2021-05-01,2021,1702,272463,Oregon,Pacific,0.6246719738092879
26220,"Hood River, OR",2021-06-01,2021,1706,272463,Oregon,Pacific,0.626140063054433
26220,"Hood River, OR",2021-07-01,2021,1699,272463,Oregon,Pacific,0.6235709068754289
26220,"Hood River, OR",2021-08-01,2021,1721,272463,Oregon,Pacific,0.6316453977237276
26220,"Hood River, OR",2021-09-01,2021,1702,272463,Oregon,Pacific,0.6246719738092879
26220,"Hood River, OR",2021-10-01,2021,1715,272463,Oregon,Pacific,0.6294432638560098
26220,"Hood River, OR",2021-11-01,2021,1737,272463,Oregon,Pacific,0.6375177547043085
26220,"Hood River, OR",2021-12-01,2021,1753,272463,Oregon,Pacific,0.6433901116848894
26220,"Hood River, OR",2022-01-01,2022,1768,272463,Oregon,Pacific,0.6488954463541838
26220,"Hood River, OR",2022-02-01,2022,1759,272463,Oregon,Pacific,0.6455922455526071
26220,"Hood River, OR",2022-03-01,2022,1777,272463,Oregon,Pacific,0.6521986471557606
26220,"Hood River, OR",2022-04-01,2022,1767,272463,Oregon,Pacific,0.6485284240428976
26220,"Hood River, OR",2022-05-01,2022,1754,272463,Oregon,Pacific,0.6437571339961756
26220,"Hood River, OR",2022-06-01,2022,1772,272463,Oregon,Pacific,0.6503635355993291
26220,"Hood River, OR",2022-07-01,2022,1790,272463,Oregon,Pacific,0.6569699372024825
26220,"Hood River, OR",2022-08-01,2022,1784,272463,Oregon,Pacific,0.6547678033347647
26220,"Hood River, OR",2022-09-01,2022,1771,272463,Oregon,Pacific,0.6499965132880428
26220,"Hood River, OR",2022-10-01,2022,1775,272463,Oregon,Pacific,0.6514646025331879
26260,"Hope, AR",2019-08-01,2019,186,327799,Arkansas,West South Central,0.05674208890204058
26260,"Hope, AR",2019-09-01,2019,200,327799,Arkansas,West South Central,0.06101299881939847
26260,"Hope, AR",2019-10-01,2019,202,327799,Arkansas,West South Central,0.061623128807592464
26260,"Hope, AR",2019-11-01,2019,203,327799,Arkansas,West South Central,0.06192819380168945
26260,"Hope, AR",2019-12-01,2019,201,327799,Arkansas,West South Central,0.061318063813495464
26260,"Hope, AR",2020-01-01,2020,203,364106,Arkansas,West South Central,0.05575299500694853
26260,"Hope, AR",2020-02-01,2020,201,364106,Arkansas,West South Central,0.05520370441574707
26260,"Hope, AR",2020-03-01,2020,203,364106,Arkansas,West South Central,0.05575299500694853
26260,"Hope, AR",2020-04-01,2020,203,364106,Arkansas,West South Central,0.05575299500694853
26260,"Hope, AR",2020-05-01,2020,208,364106,Arkansas,West South Central,0.05712622148495219
26260,"Hope, AR",2020-06-01,2020,207,364106,Arkansas,West South Central,0.05685157618935145
26260,"Hope, AR",2020-07-01,2020,212,364106,Arkansas,West South Central,0.058224802667355115
26260,"Hope, AR",2020-08-01,2020,208,364106,Arkansas,West South Central,0.05712622148495219
26260,"Hope, AR",2020-09-01,2020,212,364106,Arkansas,West South Central,0.058224802667355115
26260,"Hope, AR",2020-10-01,2020,211,364106,Arkansas,West South Central,0.05795015737175438
26260,"Hope, AR",2020-11-01,2020,203,364106,Arkansas,West South Central,0.05575299500694853
26260,"Hope, AR",2020-12-01,2020,202,364106,Arkansas,West South Central,0.055478349711347796
26260,"Hope, AR",2021-01-01,2021,203,412288,Arkansas,West South Central,0.04923742626513505
26260,"Hope, AR",2021-02-01,2021,188,412288,Arkansas,West South Central,0.04559919279726793
26260,"Hope, AR",2021-03-01,2021,192,412288,Arkansas,West South Central,0.046569388388699166
26260,"Hope, AR",2021-04-01,2021,196,412288,Arkansas,West South Central,0.0475395839801304
26260,"Hope, AR",2021-05-01,2021,197,412288,Arkansas,West South Central,0.0477821328779882
26260,"Hope, AR",2021-06-01,2021,196,412288,Arkansas,West South Central,0.0475395839801304
26260,"Hope, AR",2021-07-01,2021,204,412288,Arkansas,West South Central,0.049479975162992865
26260,"Hope, AR",2021-08-01,2021,209,412288,Arkansas,West South Central,0.0506927196522819
26260,"Hope, AR",2021-09-01,2021,207,412288,Arkansas,West South Central,0.050207621856566284
26260,"Hope, AR",2021-10-01,2021,206,412288,Arkansas,West South Central,0.04996507295870848
26260,"Hope, AR",2021-11-01,2021,207,412288,Arkansas,West South Central,0.050207621856566284
26260,"Hope, AR",2021-12-01,2021,204,412288,Arkansas,West South Central,0.049479975162992865
26260,"Hope, AR",2022-01-01,2022,208,412288,Arkansas,West South Central,0.050450170754424095
26260,"Hope, AR",2022-02-01,2022,208,412288,Arkansas,West South Central,0.050450170754424095
26260,"Hope, AR",2022-03-01,2022,218,412288,Arkansas,West South Central,0.05287565973300217
26260,"Hope, AR",2022-04-01,2022,216,412288,Arkansas,West South Central,0.052390561937286556
26260,"Hope, AR",2022-05-01,2022,216,412288,Arkansas,West South Central,0.052390561937286556
26260,"Hope, AR",2022-06-01,2022,215,412288,Arkansas,West South Central,0.052148013039428745
26260,"Hope, AR",2022-07-01,2022,221,412288,Arkansas,West South Central,0.053603306426575605
26260,"Hope, AR",2022-08-01,2022,223,412288,Arkansas,West South Central,0.05408840422229122
26260,"Hope, AR",2022-09-01,2022,219,412288,Arkansas,West South Central,0.05311820863085999
26260,"Hope, AR",2022-10-01,2022,223,412288,Arkansas,West South Central,0.05408840422229122
26300,"Hot Springs, AR",2019-08-01,2019,4091,99802,Arkansas,West South Central,4.099116250175347
26300,"Hot Springs, AR",2019-09-01,2019,4212,99802,Arkansas,West South Central,4.220356305484859
26300,"Hot Springs, AR",2019-10-01,2019,4240,99802,Arkansas,West South Central,4.248411855473838
26300,"Hot Springs, AR",2019-11-01,2019,4150,99802,Arkansas,West South Central,4.158233301937837
26300,"Hot Springs, AR",2019-12-01,2019,3906,99802,Arkansas,West South Central,3.913749223462456
26300,"Hot Springs, AR",2020-01-01,2020,3918,100162,Arkansas,West South Central,3.911663105768655
26300,"Hot Springs, AR",2020-02-01,2020,3721,100162,Arkansas,West South Central,3.714981729598051
26300,"Hot Springs, AR",2020-03-01,2020,3728,100162,Arkansas,West South Central,3.7219704079391387
26300,"Hot Springs, AR",2020-04-01,2020,3768,100162,Arkansas,West South Central,3.7619057127453526
26300,"Hot Springs, AR",2020-05-01,2020,3771,100162,Arkansas,West South Central,3.7649008606058185
26300,"Hot Springs, AR",2020-06-01,2020,3757,100162,Arkansas,West South Central,3.7509235039236435
26300,"Hot Springs, AR",2020-07-01,2020,3778,100162,Arkansas,West South Central,3.7718895389469065
26300,"Hot Springs, AR",2020-08-01,2020,3818,100162,Arkansas,West South Central,3.81182484375312
26300,"Hot Springs, AR",2020-09-01,2020,3814,100162,Arkansas,West South Central,3.807831313272499
26300,"Hot Springs, AR",2020-10-01,2020,3802,100162,Arkansas,West South Central,3.795850721830634
26300,"Hot Springs, AR",2020-11-01,2020,3794,100162,Arkansas,West South Central,3.7878636608693914
26300,"Hot Springs, AR",2020-12-01,2020,3775,100162,Arkansas,West South Central,3.76889439108644
26300,"Hot Springs, AR",2021-01-01,2021,3733,100330,Arkansas,West South Central,3.720721618658427
26300,"Hot Springs, AR",2021-02-01,2021,3530,100330,Arkansas,West South Central,3.518389315259643
26300,"Hot Springs, AR",2021-03-01,2021,3611,100330,Arkansas,West South Central,3.5991228944483207
26300,"Hot Springs, AR",2021-04-01,2021,3598,100330,Arkansas,West South Central,3.5861656533439654
26300,"Hot Springs, AR",2021-05-01,2021,3569,100330,Arkansas,West South Central,3.55726103857271
26300,"Hot Springs, AR",2021-06-01,2021,3560,100330,Arkansas,West South Central,3.5482906408850794
26300,"Hot Springs, AR",2021-07-01,2021,3578,100330,Arkansas,West South Central,3.5662314362603404
26300,"Hot Springs, AR",2021-08-01,2021,3582,100330,Arkansas,West South Central,3.5702182796770656
26300,"Hot Springs, AR",2021-09-01,2021,3558,100330,Arkansas,West South Central,3.546297219176717
26300,"Hot Springs, AR",2021-10-01,2021,3537,100330,Arkansas,West South Central,3.525366291238911
26300,"Hot Springs, AR",2021-11-01,2021,3556,100330,Arkansas,West South Central,3.5443037974683547
26300,"Hot Springs, AR",2021-12-01,2021,3535,100330,Arkansas,West South Central,3.523372869530549
26300,"Hot Springs, AR",2022-01-01,2022,3547,100330,Arkansas,West South Central,3.5353333997807233
26300,"Hot Springs, AR",2022-02-01,2022,3569,100330,Arkansas,West South Central,3.55726103857271
26300,"Hot Springs, AR",2022-03-01,2022,3623,100330,Arkansas,West South Central,3.611083424698495
26300,"Hot Springs, AR",2022-04-01,2022,3605,100330,Arkansas,West South Central,3.593142629323234
26300,"Hot Springs, AR",2022-05-01,2022,3587,100330,Arkansas,West South Central,3.575201833947972
26300,"Hot Springs, AR",2022-06-01,2022,3614,100330,Arkansas,West South Central,3.6021130270108643
26300,"Hot Springs, AR",2022-07-01,2022,3714,100330,Arkansas,West South Central,3.7017841124289843
26300,"Hot Springs, AR",2022-08-01,2022,3693,100330,Arkansas,West South Central,3.680853184491179
26300,"Hot Springs, AR",2022-09-01,2022,3708,100330,Arkansas,West South Central,3.6958038473038974
26300,"Hot Springs, AR",2022-10-01,2022,3734,100330,Arkansas,West South Central,3.7217183295126084
26340,"Houghton, MI",2019-08-01,2019,1190,423439,Michigan,East North Central,0.2810322147936303
26340,"Houghton, MI",2019-09-01,2019,1148,423439,Michigan,East North Central,0.2711134307420903
26340,"Houghton, MI",2019-10-01,2019,1158,423439,Michigan,East North Central,0.273475045992457
26340,"Houghton, MI",2019-11-01,2019,1139,423439,Michigan,East North Central,0.26898797701676036
26340,"Houghton, MI",2019-12-01,2019,1138,423439,Michigan,East North Central,0.2687518154917237
26340,"Houghton, MI",2020-01-01,2020,1123,481352,Michigan,East North Central,0.23330120161544982
26340,"Houghton, MI",2020-02-01,2020,1100,481352,Michigan,East North Central,0.22852299356811648
26340,"Houghton, MI",2020-03-01,2020,1108,481352,Michigan,East North Central,0.23018497897588458
26340,"Houghton, MI",2020-04-01,2020,1119,481352,Michigan,East North Central,0.23247020891156578
26340,"Houghton, MI",2020-05-01,2020,1123,481352,Michigan,East North Central,0.23330120161544982
26340,"Houghton, MI",2020-06-01,2020,1122,481352,Michigan,East North Central,0.23309345343947882
26340,"Houghton, MI",2020-07-01,2020,1105,481352,Michigan,East North Central,0.22956173444797154
26340,"Houghton, MI",2020-08-01,2020,1124,481352,Michigan,East North Central,0.23350894979142084
26340,"Houghton, MI",2020-09-01,2020,1097,481352,Michigan,East North Central,0.2278997490402034
26340,"Houghton, MI",2020-10-01,2020,1098,481352,Michigan,East North Central,0.22810749721617446
26340,"Houghton, MI",2020-11-01,2020,1104,481352,Michigan,East North Central,0.22935398627200054
26340,"Houghton, MI",2020-12-01,2020,1109,481352,Michigan,East North Central,0.23039272715185563
26340,"Houghton, MI",2021-01-01,2021,1112,545328,Michigan,East North Central,0.2039139747087991
26340,"Houghton, MI",2021-02-01,2021,1149,545328,Michigan,East North Central,0.21069888214065663
26340,"Houghton, MI",2021-03-01,2021,1152,545328,Michigan,East North Central,0.2112490097702667
26340,"Houghton, MI",2021-04-01,2021,1156,545328,Michigan,East North Central,0.21198251327641343
26340,"Houghton, MI",2021-05-01,2021,1153,545328,Michigan,East North Central,0.21143238564680342
26340,"Houghton, MI",2021-06-01,2021,1153,545328,Michigan,East North Central,0.21143238564680342
26340,"Houghton, MI",2021-07-01,2021,1148,545328,Michigan,East North Central,0.21051550626411997
26340,"Houghton, MI",2021-08-01,2021,1146,545328,Michigan,East North Central,0.21014875451104653
26340,"Houghton, MI",2021-09-01,2021,1148,545328,Michigan,East North Central,0.21051550626411997
26340,"Houghton, MI",2021-10-01,2021,1163,545328,Michigan,East North Central,0.21326614441217032
26340,"Houghton, MI",2021-11-01,2021,1169,545328,Michigan,East North Central,0.21436639967139043
26340,"Houghton, MI",2021-12-01,2021,1169,545328,Michigan,East North Central,0.21436639967139043
26340,"Houghton, MI",2022-01-01,2022,1154,545328,Michigan,East North Central,0.21161576152334008
26340,"Houghton, MI",2022-02-01,2022,1148,545328,Michigan,East North Central,0.21051550626411997
26340,"Houghton, MI",2022-03-01,2022,1142,545328,Michigan,East North Central,0.2094152510048998
26340,"Houghton, MI",2022-04-01,2022,1151,545328,Michigan,East North Central,0.21106563389372998
26340,"Houghton, MI",2022-05-01,2022,1152,545328,Michigan,East North Central,0.2112490097702667
26340,"Houghton, MI",2022-06-01,2022,1161,545328,Michigan,East North Central,0.21289939265909688
26340,"Houghton, MI",2022-07-01,2022,1165,545328,Michigan,East North Central,0.21363289616524367
26340,"Houghton, MI",2022-08-01,2022,1158,545328,Michigan,East North Central,0.21234926502948687
26340,"Houghton, MI",2022-09-01,2022,1157,545328,Michigan,East North Central,0.21216588915295015
26340,"Houghton, MI",2022-10-01,2022,1153,545328,Michigan,East North Central,0.21143238564680342
26380,"Houma-Thibodaux, LA",2019-08-01,2019,3309,207696,Louisiana,West South Central,1.5931938987751328
26380,"Houma-Thibodaux, LA",2019-09-01,2019,3342,207696,Louisiana,West South Central,1.6090825051999076
26380,"Houma-Thibodaux, LA",2019-10-01,2019,3361,207696,Louisiana,West South Central,1.618230490717202
26380,"Houma-Thibodaux, LA",2019-11-01,2019,3360,207696,Louisiana,West South Central,1.6177490177952392
26380,"Houma-Thibodaux, LA",2019-12-01,2019,3357,207696,Louisiana,West South Central,1.6163045990293505
26380,"Houma-Thibodaux, LA",2020-01-01,2020,3340,206814,Louisiana,West South Central,1.6149777094393998
26380,"Houma-Thibodaux, LA",2020-02-01,2020,3307,206814,Louisiana,West South Central,1.59902134284913
26380,"Houma-Thibodaux, LA",2020-03-01,2020,3317,206814,Louisiana,West South Central,1.6038566054522423
26380,"Houma-Thibodaux, LA",2020-04-01,2020,3352,206814,Louisiana,West South Central,1.6207800245631339
26380,"Houma-Thibodaux, LA",2020-05-01,2020,3431,206814,Louisiana,West South Central,1.6589785991277184
26380,"Houma-Thibodaux, LA",2020-06-01,2020,3418,206814,Louisiana,West South Central,1.652692757743673
26380,"Houma-Thibodaux, LA",2020-07-01,2020,3435,206814,Louisiana,West South Central,1.6609127041689635
26380,"Houma-Thibodaux, LA",2020-08-01,2020,3510,206814,Louisiana,West South Central,1.6971771736923034
26380,"Houma-Thibodaux, LA",2020-09-01,2020,3545,206814,Louisiana,West South Central,1.7141005928031952
26380,"Houma-Thibodaux, LA",2020-10-01,2020,3530,206814,Louisiana,West South Central,1.706847698898527
26380,"Houma-Thibodaux, LA",2020-11-01,2020,3498,206814,Louisiana,West South Central,1.691374858568569
26380,"Houma-Thibodaux, LA",2020-12-01,2020,3484,206814,Louisiana,West South Central,1.684605490924212
26380,"Houma-Thibodaux, LA",2021-01-01,2021,3457,206212,Louisiana,West South Central,1.6764300816635307
26380,"Houma-Thibodaux, LA",2021-02-01,2021,3347,206212,Louisiana,West South Central,1.6230869202568232
26380,"Houma-Thibodaux, LA",2021-03-01,2021,3369,206212,Louisiana,West South Central,1.6337555525381644
26380,"Houma-Thibodaux, LA",2021-04-01,2021,3392,206212,Louisiana,West South Central,1.6449091226504762
26380,"Houma-Thibodaux, LA",2021-05-01,2021,3408,206212,Louisiana,West South Central,1.6526681279459974
26380,"Houma-Thibodaux, LA",2021-06-01,2021,3397,206212,Louisiana,West South Central,1.6473338118053267
26380,"Houma-Thibodaux, LA",2021-07-01,2021,3427,206212,Louisiana,West South Central,1.6618819467344286
26380,"Houma-Thibodaux, LA",2021-08-01,2021,3431,206212,Louisiana,West South Central,1.6638216980583087
26380,"Houma-Thibodaux, LA",2021-09-01,2021,3396,206212,Louisiana,West South Central,1.6468488739743565
26380,"Houma-Thibodaux, LA",2021-10-01,2021,3373,206212,Louisiana,West South Central,1.6356953038620448
26380,"Houma-Thibodaux, LA",2021-11-01,2021,3413,206212,Louisiana,West South Central,1.6550928171008477
26380,"Houma-Thibodaux, LA",2021-12-01,2021,3420,206212,Louisiana,West South Central,1.6584873819176382
26380,"Houma-Thibodaux, LA",2022-01-01,2022,3419,206212,Louisiana,West South Central,1.6580024440866683
26380,"Houma-Thibodaux, LA",2022-02-01,2022,3417,206212,Louisiana,West South Central,1.657032568424728
26380,"Houma-Thibodaux, LA",2022-03-01,2022,3414,206212,Louisiana,West South Central,1.6555777549318178
26380,"Houma-Thibodaux, LA",2022-04-01,2022,3445,206212,Louisiana,West South Central,1.6706108276918898
26380,"Houma-Thibodaux, LA",2022-05-01,2022,3443,206212,Louisiana,West South Central,1.6696409520299498
26380,"Houma-Thibodaux, LA",2022-06-01,2022,3455,206212,Louisiana,West South Central,1.6754602060015906
26380,"Houma-Thibodaux, LA",2022-07-01,2022,3510,206212,Louisiana,West South Central,1.7021317867049444
26380,"Houma-Thibodaux, LA",2022-08-01,2022,3485,206212,Louisiana,West South Central,1.6900083409306927
26380,"Houma-Thibodaux, LA",2022-09-01,2022,3507,206212,Louisiana,West South Central,1.7006769732120341
26380,"Houma-Thibodaux, LA",2022-10-01,2022,3502,206212,Louisiana,West South Central,1.6982522840571839
26420,"Houston-The Woodlands-Sugar Land, TX",2019-08-01,2019,403997,7048589,Texas,West South Central,5.731601033909056
26420,"Houston-The Woodlands-Sugar Land, TX",2019-09-01,2019,412592,7048589,Texas,West South Central,5.853540332682186
26420,"Houston-The Woodlands-Sugar Land, TX",2019-10-01,2019,414291,7048589,Texas,West South Central,5.877644447704356
26420,"Houston-The Woodlands-Sugar Land, TX",2019-11-01,2019,416394,7048589,Texas,West South Central,5.907480206322145
26420,"Houston-The Woodlands-Sugar Land, TX",2019-12-01,2019,415829,7048589,Texas,West South Central,5.899464417630252
26420,"Houston-The Woodlands-Sugar Land, TX",2020-01-01,2020,416496,7137747,Texas,West South Central,5.835118560520567
26420,"Houston-The Woodlands-Sugar Land, TX",2020-02-01,2020,411511,7137747,Texas,West South Central,5.765278595612874
26420,"Houston-The Woodlands-Sugar Land, TX",2020-03-01,2020,410743,7137747,Texas,West South Central,5.754518897909943
26420,"Houston-The Woodlands-Sugar Land, TX",2020-04-01,2020,418381,7137747,Texas,West South Central,5.86152745397112
26420,"Houston-The Woodlands-Sugar Land, TX",2020-05-01,2020,419823,7137747,Texas,West South Central,5.881729907210216
26420,"Houston-The Woodlands-Sugar Land, TX",2020-06-01,2020,422309,7137747,Texas,West South Central,5.916558824514234
26420,"Houston-The Woodlands-Sugar Land, TX",2020-07-01,2020,425690,7137747,Texas,West South Central,5.96392671244862
26420,"Houston-The Woodlands-Sugar Land, TX",2020-08-01,2020,429673,7137747,Texas,West South Central,6.019728634259522
26420,"Houston-The Woodlands-Sugar Land, TX",2020-09-01,2020,431892,7137747,Texas,West South Central,6.050816875409005
26420,"Houston-The Woodlands-Sugar Land, TX",2020-10-01,2020,431492,7137747,Texas,West South Central,6.045212866188729
26420,"Houston-The Woodlands-Sugar Land, TX",2020-11-01,2020,433764,7137747,Texas,West South Central,6.077043638559899
26420,"Houston-The Woodlands-Sugar Land, TX",2020-12-01,2020,432404,7137747,Texas,West South Central,6.057990007210959
26420,"Houston-The Woodlands-Sugar Land, TX",2021-01-01,2021,430480,7206841,Texas,West South Central,5.973213506444779
26420,"Houston-The Woodlands-Sugar Land, TX",2021-02-01,2021,423111,7206841,Texas,West South Central,5.870963435990887
26420,"Houston-The Woodlands-Sugar Land, TX",2021-03-01,2021,427175,7206841,Texas,West South Central,5.927354301281241
26420,"Houston-The Woodlands-Sugar Land, TX",2021-04-01,2021,430042,7206841,Texas,West South Central,5.967135947636419
26420,"Houston-The Woodlands-Sugar Land, TX",2021-05-01,2021,431315,7206841,Texas,West South Central,5.984799720154781
26420,"Houston-The Woodlands-Sugar Land, TX",2021-06-01,2021,432335,7206841,Texas,West South Central,5.998952939297537
26420,"Houston-The Woodlands-Sugar Land, TX",2021-07-01,2021,433721,7206841,Texas,West South Central,6.018184666485634
26420,"Houston-The Woodlands-Sugar Land, TX",2021-08-01,2021,437298,7206841,Texas,West South Central,6.0678180634205745
26420,"Houston-The Woodlands-Sugar Land, TX",2021-09-01,2021,438437,7206841,Texas,West South Central,6.08362249146332
26420,"Houston-The Woodlands-Sugar Land, TX",2021-10-01,2021,440856,7206841,Texas,West South Central,6.117187821959718
26420,"Houston-The Woodlands-Sugar Land, TX",2021-11-01,2021,445873,7206841,Texas,West South Central,6.18680223415502
26420,"Houston-The Woodlands-Sugar Land, TX",2021-12-01,2021,449652,7206841,Texas,West South Central,6.239238523508427
26420,"Houston-The Woodlands-Sugar Land, TX",2022-01-01,2022,453186,7206841,Texas,West South Central,6.288275265126566
26420,"Houston-The Woodlands-Sugar Land, TX",2022-02-01,2022,456286,7206841,Texas,West South Central,6.331289950756511
26420,"Houston-The Woodlands-Sugar Land, TX",2022-03-01,2022,460402,7206841,Texas,West South Central,6.388402352709043
26420,"Houston-The Woodlands-Sugar Land, TX",2022-04-01,2022,462314,7206841,Texas,West South Central,6.414932700749191
26420,"Houston-The Woodlands-Sugar Land, TX",2022-05-01,2022,460843,7206841,Texas,West South Central,6.394521538632531
26420,"Houston-The Woodlands-Sugar Land, TX",2022-06-01,2022,465818,7206841,Texas,West South Central,6.463553171216072
26420,"Houston-The Woodlands-Sugar Land, TX",2022-07-01,2022,475289,7206841,Texas,West South Central,6.594969973668075
26420,"Houston-The Woodlands-Sugar Land, TX",2022-08-01,2022,474927,7206841,Texas,West South Central,6.5899469684429
26420,"Houston-The Woodlands-Sugar Land, TX",2022-09-01,2022,480112,7206841,Texas,West South Central,6.661892499085244
26420,"Houston-The Woodlands-Sugar Land, TX",2022-10-01,2022,483455,7206841,Texas,West South Central,6.708278981040375
26460,"Hudson, NY",2019-08-01,2019,3290,702256,New York,Middle Atlantic,0.4684901232598938
26460,"Hudson, NY",2019-09-01,2019,3213,702256,New York,Middle Atlantic,0.45752546080061973
26460,"Hudson, NY",2019-10-01,2019,3232,702256,New York,Middle Atlantic,0.460231026861999
26460,"Hudson, NY",2019-11-01,2019,3281,702256,New York,Middle Atlantic,0.4672085393360826
26460,"Hudson, NY",2019-12-01,2019,3265,702256,New York,Middle Atlantic,0.4649301679159737
26460,"Hudson, NY",2020-01-01,2020,3297,812185,New York,Middle Atlantic,0.4059419959738237
26460,"Hudson, NY",2020-02-01,2020,3266,812185,New York,Middle Atlantic,0.4021251315894777
26460,"Hudson, NY",2020-03-01,2020,3269,812185,New York,Middle Atlantic,0.4024945055621564
26460,"Hudson, NY",2020-04-01,2020,3305,812185,New York,Middle Atlantic,0.4069269932343001
26460,"Hudson, NY",2020-05-01,2020,3302,812185,New York,Middle Atlantic,0.40655761926162143
26460,"Hudson, NY",2020-06-01,2020,3306,812185,New York,Middle Atlantic,0.4070501178918596
26460,"Hudson, NY",2020-07-01,2020,3343,812185,New York,Middle Atlantic,0.4116057302215629
26460,"Hudson, NY",2020-08-01,2020,3369,812185,New York,Middle Atlantic,0.41480697131811106
26460,"Hudson, NY",2020-09-01,2020,3360,812185,New York,Middle Atlantic,0.4136988494000751
26460,"Hudson, NY",2020-10-01,2020,3374,812185,New York,Middle Atlantic,0.4154225946059088
26460,"Hudson, NY",2020-11-01,2020,3368,812185,New York,Middle Atlantic,0.41468384666055147
26460,"Hudson, NY",2020-12-01,2020,3383,812185,New York,Middle Atlantic,0.41653071652394463
26460,"Hudson, NY",2021-01-01,2021,3402,869190,New York,Middle Atlantic,0.39139888862043976
26460,"Hudson, NY",2021-02-01,2021,3392,869190,New York,Middle Atlantic,0.3902483921812262
26460,"Hudson, NY",2021-03-01,2021,3399,869190,New York,Middle Atlantic,0.39105373968867563
26460,"Hudson, NY",2021-04-01,2021,3408,869190,New York,Middle Atlantic,0.39208918648396784
26460,"Hudson, NY",2021-05-01,2021,3401,869190,New York,Middle Atlantic,0.39128383897651836
26460,"Hudson, NY",2021-06-01,2021,3402,869190,New York,Middle Atlantic,0.39139888862043976
26460,"Hudson, NY",2021-07-01,2021,3443,869190,New York,Middle Atlantic,0.3961159240212152
26460,"Hudson, NY",2021-08-01,2021,3453,869190,New York,Middle Atlantic,0.39726642046042865
26460,"Hudson, NY",2021-09-01,2021,3448,869190,New York,Middle Atlantic,0.3966911722408219
26460,"Hudson, NY",2021-10-01,2021,3434,869190,New York,Middle Atlantic,0.395080477225923
26460,"Hudson, NY",2021-11-01,2021,3498,869190,New York,Middle Atlantic,0.40244365443688956
26460,"Hudson, NY",2021-12-01,2021,3512,869190,New York,Middle Atlantic,0.4040543494517885
26460,"Hudson, NY",2022-01-01,2022,3514,869190,New York,Middle Atlantic,0.4042844487396311
26460,"Hudson, NY",2022-02-01,2022,3531,869190,New York,Middle Atlantic,0.40624029268629414
26460,"Hudson, NY",2022-03-01,2022,3547,869190,New York,Middle Atlantic,0.4080810869890357
26460,"Hudson, NY",2022-04-01,2022,3546,869190,New York,Middle Atlantic,0.4079660373451144
